"","business_id","lats","longs"
"141",1146,33.5109749,-112.0249026
"142",1898,33.507557,-112.040116
"143",247,33.5100084467657,-112.029651966191
"144",3187,33.510311,-112.01556
"145",2731,33.5092616,-112.0376214
"146",4883,33.4977936,-111.9254014
"147",4314,33.508711,-112.02943
"148",3801,33.5104258,-112.0284918
"149",3406,33.4805749,-112.0217796
"150",3995,33.5062561,-112.0388468
"151",2370,33.5232267,-112.0232519
"152",4276,33.4881545,-112.0304886
"153",304,33.5084591,-112.0307315
"154",4570,33.5095991,-112.0260037
"155",3255,33.5100591,-112.0142073
"156",2668,33.494876,-112.028973
"157",4620,33.4949655,-112.0310218
"158",190,33.5075394,-112.0375184
"159",5254,33.5096327,-112.0252067
"160",4450,33.5059283,-112.0388474
"161",5273,33.523043,-112.026658
"162",4447,33.480769,-112.0133391
"163",1346,33.5094566,-112.0291624
"164",4089,33.5100215,-112.0153526
"165",4784,33.5082758,-112.0372054
"166",1165,33.5080183,-112.0270172
"167",4790,33.4804921,-112.0221966
"168",427,33.479978,-112.0320199
"169",1273,33.4872299,-112.0305386
"170",3722,33.4878123,-112.0314685
"171",285,33.495343,-112.022973
"172",4795,33.4960379,-112.0142962
"173",2319,33.5089836,-112.0339775
"174",5418,33.510034,-112.0241743
"175",2123,33.488839,-111.959883
"176",4762,33.5102548,-111.9962632
"177",3439,33.5102548,-111.9962632
"178",3450,33.4949196,-112.0113575
"179",1421,33.4799876,-111.9960078
"180",5305,33.47987,-111.9978239
"181",3306,33.4800565579958,-111.997838758408
"182",2569,33.4797323,-111.9958677
"183",868,33.479698,-111.982927
"184",1665,33.4954826,-111.9883722
"185",2649,33.4797987,-111.9862169
"186",1697,33.4804959,-111.9842703
"187",4336,33.4807571,-111.9933897
"188",2451,33.4957183,-112.0009841
"189",1952,33.504688,-111.969094
"190",509,33.4944532,-111.9863667
"191",4128,33.494594,-111.9893448
"192",4160,33.5021111,-111.9963386
"193",732,33.495636,-112.0118971
"194",5243,33.509198,-111.988715
"195",4867,33.480391,-111.978627
"196",3915,33.494204,-111.976613
"197",1922,33.5091326,-111.9875851
"198",3071,33.494918,-112.012263
"199",4383,33.5106319,-111.9861318
"200",4621,33.5106537,-111.9866156
"201",4209,33.4808649,-112.0116306
"202",2377,33.4947745,-112.0000425
"203",4865,33.4957653,-112.0005158
"204",4502,33.4807458,-112.0006929
"205",3014,33.4797564,-111.9941067
"206",4009,33.4807558,-112.0001367
"207",912,33.4954826,-111.9883722
"208",2523,33.4807194,-112.0038486
"209",2157,33.4800519,-111.9618902
"210",1167,33.494646,-111.9947
"211",3865,33.4811285,-112.0132769
"212",5424,33.5607833,-112.0648653
"213",3132,33.498914,-111.928574
"214",2236,33.546583,-112.0469306
"215",5296,33.563433,-112.065592
"216",3636,33.5389948,-112.0640088
"217",1262,33.5501171,-112.048864
"218",4914,33.5390516,-112.0479698
"219",2112,33.5382443,-112.057106
"220",2325,33.5525925,-112.0571654
"221",5252,33.5378713137466,-112.055160999298
"222",2002,33.545329,-112.043169
"223",2075,33.567482,-112.066228
"224",5215,33.538023,-112.0471613
"225",388,33.5673925,-112.0730617
"226",1767,33.5826741,-112.0518284
"227",5174,33.5948949,-112.0642074
"228",359,33.59547,-112.064668
"229",3742,33.5659709,-112.0566517
"230",4246,33.5752609,-112.0655777
"231",1892,33.559959,-112.065736
"232",1965,33.546583,-112.0469306
"233",1811,33.5530686,-112.0560674
"234",54,33.5645681,-112.0646444
"235",2814,33.5528379672612,-112.053525918855
"236",1831,33.5478106,-112.0467571
"237",1041,33.6418073,-112.0694743
"238",988,33.6400298,-112.031334
"239",1145,33.6381204,-112.0638685
"240",4646,33.6418073,-112.0694743
"241",4001,33.6387302,-112.0662042
"242",2699,33.6417133,-112.0670384
"243",5461,33.6080382,-112.0662445
"244",305,33.6410022872606,-112.068088329063
"245",2583,33.6402031,-112.0647491
"246",226,33.6395383,-112.0717546
"247",1222,33.6401859,-112.0685999
"248",2801,33.6094380925246,-112.06668779254
"249",5476,33.6543385,-112.0667308
"250",2590,33.606332,-112.066095
"251",447,33.596967,-112.037524
"252",3637,33.6413465,-112.0472623
"253",1542,33.603506,-112.036383
"254",1599,33.6027072,-112.0364983
"255",3260,33.6402988,-112.0481559
"256",2797,33.6080382,-112.0662445
"257",5430,33.6383974,-112.0681419
"258",1071,33.639197,-112.064368
"259",3509,33.6561233,-112.0629591
"260",4677,33.6548148,-112.0636547
"261",1944,33.662685,-112.0302932
"262",5198,33.6560729,-112.0641072
"263",2854,33.582569,-111.979243
"264",467,33.5837571,-111.9742985
"265",4942,33.5804371,-112.0133809
"266",3281,33.5828625,-112.0131078
"267",286,33.5838313,-111.9786204
"268",1536,33.5844354,-112.0135584
"269",2900,33.5821710732031,-112.012363672256
"270",2263,33.5966758,-112.0127013
"271",30,33.6411081,-112.0178008
"272",2533,33.6400327,-112.0249314
"273",4938,33.5994189110164,-111.989255299753
"274",3217,33.625558,-111.979556
"275",1414,33.6272318,-112.0121147
"276",2825,33.624732,-112.0144864
"277",150,33.628335,-112.013147
"278",1420,33.6365781347011,-112.014048099518
"279",3908,33.639783,-111.97826
"280",2195,33.6399009,-112.0100999
"281",4703,33.6405727,-112.0202933
"282",414,33.597933,-111.9791618
"283",3547,33.5989263,-111.9814759
"284",1535,33.6411675,-111.9942361
"285",3585,33.5993289,-111.9871884
"286",3342,33.6409,-111.993
"287",2886,33.625997,-111.9955378
"288",4970,33.6410451,-112.0192408
"289",2198,33.6410075,-112.0052463
"290",4625,33.6402002330038,-112.012882679701
"291",2122,33.5996159,-111.9897031
"292",1679,33.6107716621037,-111.996334513497
"293",3528,33.600769,-111.978772
"294",2314,33.6123187276048,-111.994230046627
"295",2385,33.6399,-111.9781637
"296",518,33.640232,-111.979545
"297",1553,33.6256435,-112.0313324
"298",1814,33.6122248985113,-111.995450313492
"299",4761,33.641301,-112.006681
"300",123,33.6259655,-112.0121895
"301",3988,33.6109922273372,-111.996369370431
"302",2664,33.640094,-112.025911
"303",1468,33.6411796,-111.9948666
"304",3952,33.6003783,-111.9786507
"305",3803,33.600271,-111.985242
"306",4765,33.5984411,-111.9815927
"307",2910,33.6268737,-112.0297844
"308",2860,33.6122924,-112.0123285
"309",1017,33.6412074,-112.0305029
"310",4454,33.6102008,-112.0149317
"311",250,33.6273462,-111.995345
"312",4598,33.6542255,-112.0293936
"313",2782,33.6399,-111.9781637
"314",1499,33.6031987895031,-111.978970122229
"315",5070,33.5981368582736,-111.983612516949
"316",4968,33.6049273,-111.9777821
"317",4165,33.553457,-112.098337
"318",1172,33.450595,-112.029835
"319",412,33.446572,-111.977677
"320",591,33.4219874,-112.0309596
"321",1457,33.4315556,-112.0560841
"322",4024,33.4485562,-112.05742
"323",1088,33.4367928,-112.0569366
"324",275,33.4469457619823,-111.97798968448
"325",3959,33.446546,-112.0260772
"326",5322,33.4485057,-112.0126321
"327",730,33.446195133741,-111.97493461419
"328",4787,33.445002,-112.030738
"329",320,33.4352284,-111.9978273
"330",161,33.4484569,-112.0132755
"331",4845,33.4382789,-112.0178286
"332",963,33.4352284,-111.9978273
"333",3190,33.447507,-112.028839
"334",4179,33.4155984,-112.0080231
"335",3444,33.4224623,-111.9963825
"336",4959,33.3925009,-112.0693586
"337",1449,33.4087855,-112.0474439
"338",2737,33.3936908,-112.0732157
"339",363,33.407507,-112.0138782
"340",3083,33.3990049,-112.0724706
"341",1450,33.454073,-112.082889
"342",3418,33.3988088,-112.0643413
"343",3387,33.4091458,-112.0737396
"344",2224,33.3975407,-112.0728932
"345",3223,33.4078846,-112.0474349
"346",5269,33.398211,-112.072944
"347",5362,33.407691443117,-111.97861167821
"348",4631,33.4076905,-111.9793258
"349",1078,33.4076437,-111.9948908
"350",566,33.412592,-111.996111
"351",12,33.4089039,-111.9783494
"352",5411,33.3843342,-112.0728651
"353",2117,33.3790989,-112.0705987
"354",4516,33.391409,-112.049206
"355",3356,33.3878505,-112.0735848
"356",3811,33.3784149,-112.069534
"357",2167,33.386429,-112.072962
"358",108,33.3811449,-112.0737297
"359",3875,33.3815553,-112.0736476
"360",3128,33.3906771,-112.0129108
"361",205,33.389154,-112.064148
"362",3954,33.3923824,-111.9802861
"363",4172,33.3217349,-111.975816
"364",4231,33.3211875,-111.9795022
"365",32,33.331156,-111.981475
"366",3136,33.3211875,-111.9795022
"367",79,33.347684,-111.976156
"368",2968,33.320411,-111.9754
"369",4148,33.3182085,-111.9756219
"370",784,33.3310474,-111.9795988
"371",1925,33.3309485,-111.9802259
"372",968,33.3318825,-111.9804353
"373",462,33.333182,-111.983142
"374",3555,33.3339212,-111.9778633
"375",1907,33.316214,-112.004239
"376",4175,33.3192686114948,-111.982239
"377",3376,33.3194684,-111.9777184
"378",2841,33.3189813,-111.9800565
"379",1934,33.3193099,-111.9757559
"380",4026,33.3192716,-111.9746411
"381",3253,33.3194479164846,-111.983342170715
"382",3985,33.3480616,-111.9820214
"383",3234,33.3480208479832,-111.980879001022
"384",463,33.331595,-111.979655
"385",519,33.3488823,-111.9764736
"386",2933,33.3480616,-111.9820214
"387",4114,33.3323593,-111.979044
"388",3275,33.320391,-111.977841
"389",4099,33.331242,-111.9826372
"390",1931,33.3202315,-111.982864
"391",2007,33.3374985,-111.9942419
"392",3231,33.3172434,-111.9765164
"393",2012,33.317289,-111.9777108
"394",3218,33.317289,-111.9777108
"395",4990,33.3711363,-111.9740268
"396",1592,33.3058077,-112.0561283
"397",1520,33.3042563,-112.0546086
"398",595,33.3057767,-111.9798844
"399",45,33.3057984,-111.9791357
"400",2652,33.3048956,-111.9924129
"401",5413,33.3057731,-111.9906605
"402",3665,33.3049038,-111.9829809
"403",1466,33.304667,-111.9945819
"404",3828,33.3056603,-111.9922414
"405",4256,33.3042644,-111.9776786
"406",1779,33.305945,-111.99117
"407",1782,33.304636,-111.997281
"408",4556,33.3048956,-111.9924129
"409",3474,33.303967,-111.97839
"410",4558,33.30582,-111.977144
"411",2193,33.303967,-111.97839
"412",1504,33.3060455,-111.9748409
"413",4986,33.676431,-111.9761895
"414",1844,33.6770727,-111.9740351
"415",4576,33.6766209803431,-111.974663605924
"416",1016,33.6770727,-111.9740351
"417",1079,33.6752372,-111.9756194
"418",2539,33.6769641638938,-111.972437438965
"419",1616,33.6752372,-111.9756194
"420",1463,33.6931139271254,-111.997843322754
"421",3511,33.679015,-111.974484
"422",4505,33.6752372,-111.9756194
"423",1238,33.6791916377002,-111.976740640393
"424",2306,33.5388426,-112.1326376
"425",4574,33.6556294,-112.015465
"426",1992,33.6554950558548,-112.015507221222
"427",2550,33.6546491,-112.0290738
"428",1370,33.68456792,-111.9661331
"429",3922,33.6577429,-111.929248
"430",2948,33.6586636,-111.9326014
"431",5173,33.7989507,-112.1278631
"432",5229,33.8195401,-112.1429486
"433",4639,33.8657564976531,-112.134034032971
"434",2958,33.844607770136,-112.13457200384
"435",4004,33.865503,-112.1374433
"436",4978,33.8673983,-112.1478406
"437",4721,33.8666642,-112.1366635
"438",4226,33.8645716,-112.1392751
"439",2077,33.8648472,-112.133979
"440",1572,33.8656325,-112.1385696
"441",3049,33.3640435,-111.8774978
"442",2160,33.362719,-111.8761389
"443",1998,33.3636242,-111.8736054
"444",2615,33.3948018,-111.8751042
"445",2074,33.3612986,-111.8765459
"446",4856,33.3644646,-111.8778019
"447",245,33.4071521,-111.8734733
"448",139,33.3919247,-111.8625414
"449",2785,33.393227,-111.868642
"450",822,33.3948018,-111.8751042
"451",1127,33.3934849,-111.8774354
"452",3739,33.3944172,-111.8754243
"453",4164,33.3636242,-111.8736054
"454",1443,33.4069709,-111.8752165
"455",4778,33.3634626,-111.875948
"456",1376,33.379043,-111.8910088
"457",3589,33.3629354,-111.8741736
"458",767,33.3830059,-111.8745646
"459",1751,33.3647941,-111.878391
"460",4111,33.3948018,-111.8751042
"461",1477,33.3933155,-111.8741772
"462",1415,33.3940119,-111.8729745
"463",2805,33.3790306,-111.8608085
"464",4153,33.3926019,-111.859134
"465",426,33.407997,-111.887898
"466",3686,33.3785543,-111.891315
"467",1416,33.3627949,-111.8773072
"468",859,33.3935429,-111.8627198
"469",802,33.3923371,-111.754444
"470",365,33.380086,-111.787866
"471",860,33.393819,-111.790032
"472",4519,33.3814186,-111.7533797
"473",633,33.3851413,-111.8061491
"474",2730,33.3830888,-111.8026577
"475",4208,33.383719,-111.754393
"476",3134,33.385118,-111.8048546
"477",4319,33.3928364,-111.7884327
"478",2883,33.3801732,-111.7876865
"479",75,33.3830888,-111.8026577
"480",904,33.3939166,-111.7872721
"481",640,33.3972453,-111.7867555
"482",2278,33.379618,-111.757045
"483",1527,33.38179,-111.8051864
"484",2929,33.3796235,-111.7559876
"485",4257,33.38449,-111.80411
"486",2708,33.380515,-111.788963
"487",5361,33.383844,-111.804933
"488",4010,33.3837787810234,-111.802896068554
"489",1256,33.3833893,-111.8055186
"490",4085,33.3844147,-111.8050886
"491",1437,33.4150296,-111.7999032
"492",3321,33.3951596,-111.7543818
"493",1785,33.4073215,-111.7876964
"494",1038,33.4064076,-111.7716542
"495",4770,33.3927653,-111.8076814
"496",1887,33.407683,-111.7715589
"497",3962,33.3926904,-111.6930782
"498",2164,33.390567,-111.6903269
"499",1490,33.3850118,-111.6856222
"500",1126,33.393523,-111.697272
"501",3979,33.3907892,-111.6853364
"502",208,33.391325055426,-111.685151534357
"503",4738,33.4101414,-111.6840902
"504",1311,33.389268,-111.684212
"505",706,33.3950959,-111.7527623
"506",2000,33.393091,-111.752591
"507",2440,33.3798993,-111.6873166
"508",1692,33.380102,-111.69867
"509",4720,33.39434,-111.721003
"510",649,33.4051581,-111.6842427
"511",1258,33.3900526,-111.6839265
"512",5317,33.3965249,-111.6841491
"513",2578,33.390567,-111.6903269
"514",2723,33.390567,-111.6903269
"515",4245,33.3936675,-111.6886985
"516",484,33.4101202,-111.68494
"517",231,33.4329528,-111.8449346
"518",78,33.3856312,-111.6791041
"519",2735,33.3846806,-111.6795479
"520",3530,33.390849,-111.682547
"521",1319,33.3903866,-111.6819183
"522",1459,33.3657795,-111.8600356
"523",4563,33.3923472,-111.840654
"524",2667,33.3878485,-111.8565847
"525",441,33.3919982,-111.8238823
"526",3556,33.4078841,-111.8346505
"527",4954,33.3792102,-111.842736
"528",3796,33.3795863,-111.8499629
"529",4006,33.3784436,-111.8592538
"530",570,33.3607307,-111.8598336
"531",2774,33.3646526,-111.8598905
"532",1061,33.3834439,-111.8571778
"533",1724,33.3817176,-111.8396849
"534",4038,33.3905538,-111.8571446
"535",3848,33.3922149,-111.8576895
"536",2493,33.3827564,-111.8406914
"537",2437,33.3937017,-111.8493508
"538",3858,33.3939286,-111.8413777
"539",221,33.3988056,-111.8575447
"540",1999,33.3638634,-111.8581176
"541",874,33.384734,-111.857879
"542",2587,33.3652505,-111.8606173
"543",2460,33.3649881,-111.859562
"544",4808,33.3924628,-111.8248831
"545",5369,33.3904519,-111.8411642
"546",4345,33.377437,-111.634661
"547",2375,33.3781832,-111.6330182
"548",4728,33.3075041,-111.6700247
"549",1533,33.3661888,-111.4764157
"550",2238,33.3666388,-111.4748315
"551",783,33.4123881,-111.5510958
"552",1201,33.5359575529984,-111.423683166504
"553",5319,33.4156033,-111.562446
"554",4300,33.415062,-111.6010057
"555",4436,33.41311,-111.54723
"556",1900,33.4122956,-111.5516351
"557",368,33.415764,-111.557015
"558",3838,33.4149,-111.579
"559",603,33.4146943,-111.5557654
"560",4873,33.4206835,-111.5438632
"561",2103,33.415552,-111.552435
"562",2715,33.411802,-111.5511424
"563",4878,33.4263199,-111.5485912
"564",3860,32.879907,-111.732639
"565",3233,32.8800121,-111.727459
"566",2564,32.887572,-111.73956
"567",1994,32.8790496,-111.6889698
"568",2557,32.880648,-111.72838
"569",4082,32.881335,-111.754586
"570",3196,32.8791733434044,-111.708257030768
"571",3343,32.8793161,-111.747782
"572",2927,32.881256,-111.7568445
"573",4150,32.8960549,-111.756971
"574",1424,32.8792042,-111.742974
"575",4935,32.8773629,-111.712219
"576",3065,32.8805539,-111.734188
"577",2845,32.8798417562452,-111.744913264249
"578",4308,32.87739,-111.7537182
"579",4637,32.8792616,-111.6914132
"580",1500,33.3167644646055,-112.004008712671
"581",5220,33.3062964,-111.887285
"582",5412,33.3375314,-111.8596545
"583",3591,33.3366622,-111.8565749
"584",3222,33.3192304,-111.8741469
"585",2632,33.335657,-111.859038
"586",5357,33.32108,-111.875858
"587",3458,33.3066004186759,-111.872536968513
"588",3016,33.3074335,-111.8747119
"589",3384,33.3192304,-111.8741469
"590",1035,33.321111,-111.8598034
"591",2543,33.3271818,-111.8581737
"592",5184,33.3113830747242,-111.85960385582
"593",410,33.3490652,-111.8756589
"594",3348,33.3483913,-111.8596609
"595",2660,33.35096,-111.858667
"596",127,33.3195311250812,-111.874307021499
"597",2755,33.3358592,-111.8595818
"598",2152,33.3066488162858,-111.889104433358
"599",4479,33.3074335,-111.8747119
"600",3495,33.3064096,-111.8905611
"601",3648,33.3073088,-111.8754468
"602",4125,33.3136751,-111.8596581
"603",3819,33.3195353,-111.8592615
"604",2466,33.336076,-111.8743599
"605",5351,33.3336827,-111.8775741
"606",544,33.3399193,-111.8595356
"607",631,33.3063855,-111.8931217
"608",4557,33.3336827,-111.8775741
"609",5354,33.3356294,-111.8750979
"610",3946,33.3063894,-111.8878244
"611",4474,33.305436,-111.863217
"612",2834,33.3365788066646,-111.859488487244
"613",4526,33.306501,-111.875221
"614",4309,33.2666264,-111.9915192
"615",4979,33.3048389,-111.9490143
"616",3632,33.3206091,-111.9663294
"617",796,33.321472,-111.9678652
"618",3537,33.320344,-111.926391
"619",475,33.3192377,-111.9294836
"620",5017,33.3188466,-111.9695826
"621",880,33.3186906,-111.9437771
"622",1212,33.3162778,-111.9680183
"623",1143,33.304845,-111.951499
"624",4255,33.3203799,-111.9257566
"625",1418,33.317404,-111.968902
"626",72,33.3503683,-111.8602592
"627",4432,33.3205554,-111.9678009
"628",4779,33.3192731,-111.9294448
"629",3028,33.3048103,-111.9270642
"630",5447,33.3192731,-111.9294448
"631",1347,33.321271,-111.969431
"632",678,33.3017106,-111.8985267
"633",4719,33.3017106,-111.8985267
"634",5433,33.3062433,-111.9001053
"635",4466,33.3019210711926,-111.897036060691
"636",2496,33.3061359,-111.9019727
"637",3365,33.3056618,-111.8975543
"638",1040,33.3061767,-111.9006673
"639",2384,33.3057347,-111.9016653
"640",5344,33.3192892,-111.9680026
"641",3980,33.2987842828854,-111.900786
"642",5102,33.3052731,-111.8965223
"643",2367,33.299579,-111.898266
"644",3244,33.3181573,-111.9659168
"645",56,33.3184428,-111.9680237
"646",1772,33.304812,-111.9682754
"647",4897,33.3102056023321,-111.921403
"648",3413,33.3185608,-111.9258046
"649",3617,33.3058364985194,-111.968484073877
"650",4559,33.3048389,-111.9490143
"651",670,33.3197571,-111.944607
"652",4498,33.3057698,-111.945089
"653",3203,32.9781484,-111.5242948
"654",2846,32.9876727,-111.5239975
"655",2751,33.0547254804169,-111.379124969244
"656",944,33.0305675,-111.3794342
"657",2893,33.0267841,-111.3872835
"658",3992,33.3702018,-111.7894471
"659",869,33.4305132,-111.753591
"660",1988,33.3678783,-111.7892467
"661",1759,33.3638638,-111.7880549
"662",403,33.3677452,-111.7557338
"663",1741,33.366947,-111.7557439
"664",4682,33.3655334,-111.7881503
"665",3810,33.378939,-111.78425
"666",2207,33.377165,-111.787576
"667",3920,33.351375,-111.7549934
"668",2671,33.3644907,-111.7876346
"669",1396,33.361189,-111.790139
"670",1247,33.3787787,-111.7402424
"671",775,33.3787075,-111.755155
"672",2811,33.3777354,-111.7401783
"673",5143,33.378352,-111.748897
"674",3608,33.378102,-111.755427
"675",715,33.351375,-111.7549934
"676",2826,33.3781498,-111.7480902
"677",3804,33.3776719,-111.787975
"678",2857,33.354768,-111.7898327
"679",3374,33.379067,-111.753495
"680",4652,33.3629415,-111.7892036
"681",2560,33.360818,-111.790077
"682",4002,33.3788183,-111.6905887
"683",167,33.312724,-111.686406
"684",2064,33.3068302,-111.7217387
"685",5286,33.2482107,-111.6348688
"686",2896,33.2493129,-111.634856
"687",2281,33.2135559,-111.685426
"688",1317,33.2612119,-111.8571433
"689",1404,33.2612119,-111.8571433
"690",177,33.2623842598144,-111.860266110711
"691",1105,33.2181007,-111.8588719
"692",4016,33.2344417,-111.86339
"693",3690,33.2629454488208,-111.859599984739
"694",4302,33.219532,-111.8748186
"695",3394,33.2783982,-111.8594505
"696",180,33.2514966,-111.8709117
"697",4392,33.5370401,-111.9073853
"698",854,33.5302696775354,-111.926350593567
"699",3278,33.5242438,-111.8992733
"700",1812,33.5238776,-111.8979282
"701",1173,33.5379496,-111.9060327
"702",2717,33.538301602191,-111.917042535721
"703",2365,33.5810432,-111.880204
"704",2486,33.5262271,-111.9253058
"705",567,33.5097931,-111.9115313
"706",5000,33.5105145,-111.9111238
"707",1235,33.5100592,-111.9255918
"708",2760,33.53814,-111.885036
"709",601,33.4313356,-111.9386673
"710",2698,33.5227346,-111.9001511
"711",2040,33.5258415,-111.9246238
"712",3974,33.4941704,-111.9260519
"713",3718,33.6125018,-111.9791228
"714",3485,33.6552463,-112.1326498
"715",2275,33.6246613,-111.9435263
"716",1013,33.6129703,-111.9271938
"717",2412,33.6348919,-111.92483
"718",1878,33.583142,-111.926732
"719",3331,33.6116106,-111.9271772
"720",2447,33.5824808,-111.9267579
"721",5169,33.5826712,-111.929119
"722",2046,33.624036015123,-111.928024291992
"723",1781,33.6249928124772,-111.926282632979
"724",4287,33.5834720349,-111.976011895
"725",810,33.6342998,-111.9241346
"726",2287,33.617584,-111.9262452
"727",2645,33.6355578,-111.9210712
"728",2155,33.6362401,-111.9213347
"729",1929,33.6157936,-111.9262771
"730",1901,33.6110121,-111.9276478
"731",2861,33.6349446,-111.9210627
"732",4430,33.6397015,-111.9443831
"733",3679,33.585284,-111.9259032
"734",1003,33.6129703,-111.9271938
"735",2041,33.6246613,-111.9435263
"736",5294,33.625364241365,-111.926146167478
"737",3291,33.6234517,-111.9298622
"738",827,33.6397015,-111.9443831
"739",763,33.6377527,-111.9262663
"740",1708,33.5796807,-111.9271351
"741",1080,33.6100582,-111.9266277
"742",3905,33.5830305,-111.930903
"743",918,33.598052694007,-111.976436498642
"744",5227,33.5981952,-111.9774787
"745",1600,33.570469,-111.8867191
"746",283,33.568349,-111.8883065
"747",1108,33.5817599185862,-111.888638734818
"748",4218,33.5532407,-111.897502
"749",1817,33.57837,-111.88661
"750",4586,33.5747610515277,-111.861827373505
"751",3933,33.5576149915586,-111.899082603628
