"","rating","user_id","business_id"
"157",3,750,369
"158",3,6,369
"159",3,10,369
"160",2,2175,369
"161",4,2135,369
"162",4,58,369
"163",4,4010,369
"164",4,340,369
"165",3,1578,369
"166",4,3076,369
"167",4,2344,369
"168",4,2517,369
"169",4,3249,369
"170",5,1728,369
"171",4,340,369
"172",2,1908,369
"173",2,3885,369
"174",4,3575,369
"175",4,2862,369
"176",4,2342,369
"177",4,1532,369
"178",3,2004,369
"179",3,2175,369
"180",4,1113,369
"181",3,1094,369
"182",4,4339,369
"183",3,4339,369
"184",3,4286,369
"185",2,755,369
"186",1,2150,369
"187",4,1360,369
"188",2,2640,369
"189",4,2467,369
"190",4,3484,369
"191",5,296,369
"192",4,1362,369
"193",4,746,369
"194",2,3604,369
"195",2,1063,369
"196",5,177,369
"197",2,1720,3239
"198",3,2012,3239
"199",4,3268,3239
"200",3,474,3239
"201",4,354,3239
"202",5,218,3599
"203",2,3329,3599
"204",4,2276,1144
"205",4,2341,1144
"206",2,2603,1144
"207",4,3149,1144
"208",4,650,1144
"209",4,1959,1144
"210",5,1046,1144
"211",4,1785,1144
"212",5,813,1144
"213",4,2982,1144
"214",5,1841,1144
"215",4,328,1144
"216",4,3084,1144
"217",4,3756,1144
"218",4,1244,1144
"219",5,893,1144
"220",4,1670,1144
"221",4,1171,1144
"222",4,1966,1144
"223",5,2691,1144
"224",4,3613,1144
"225",4,4315,1144
"226",2,1235,1144
"227",5,3008,1144
"228",5,2874,1144
"229",4,422,1144
"230",5,3707,1144
"231",4,486,1144
"232",4,2103,1144
"233",5,3328,1144
"234",5,3224,1144
"235",5,984,1144
"236",4,2192,1144
"237",4,2862,1144
"238",3,4032,1144
"239",3,1843,1144
"240",4,251,1144
"241",4,4200,1144
"242",4,2376,1144
"243",1,2031,1144
"244",4,2915,1144
"245",4,981,1144
"246",3,4166,1144
"247",5,3860,1144
"248",4,3233,1144
"249",5,1293,1144
"250",3,3392,1144
"251",5,596,1144
"252",4,2545,1442
"253",4,3507,1442
"254",2,2424,1442
"255",2,3215,1442
"256",4,1835,1442
"257",3,2278,1442
"258",4,348,1442
"259",2,1347,1442
"260",4,1580,1442
"261",3,2982,1442
"262",2,2816,1442
"263",3,4330,1442
"264",5,208,1442
"265",5,2393,1442
"266",4,170,1442
"267",5,3833,1442
"268",1,4010,1442
"269",2,164,1442
"270",4,3944,2673
"271",4,3285,2673
"272",5,463,2673
"273",4,4309,2673
"274",4,2973,2673
"275",4,3084,2673
"276",4,2918,2673
"277",5,546,2673
"278",5,2595,2673
"279",4,1525,2673
"280",5,2565,2673
"281",4,2787,2673
"282",5,2311,2673
"283",4,2955,2673
"284",3,1983,2673
"285",4,2752,2673
"286",5,726,2673
"287",4,2779,2673
"288",4,4148,2673
"289",4,70,2673
"290",4,3248,2673
"291",4,3372,2673
"292",3,374,2673
"293",5,2955,2673
"294",5,675,2673
"295",5,2955,2673
"296",4,2935,2673
"297",4,2424,2673
"298",3,3756,2673
"299",3,3392,2673
"300",5,1129,2673
"301",5,3910,2673
"302",4,691,2673
"303",4,74,2673
"304",5,1345,2673
"305",5,2169,2673
"306",4,1113,2673
"307",5,3432,2673
"308",3,3005,2673
"309",5,2503,2673
"310",2,1235,2673
"311",2,441,2673
"312",5,191,2673
"313",4,3972,2673
"314",5,1485,2673
"315",3,3545,2673
"316",5,1867,2673
"317",2,599,2673
"318",2,2695,2476
"319",3,2012,2476
"320",3,2915,2476
"321",3,3262,2476
"322",3,3898,2476
"323",3,1433,2476
"324",3,2982,2476
"325",4,989,2476
"326",3,2507,2476
"327",5,2976,2476
"328",3,574,2476
"329",3,4141,2476
"330",2,1728,2476
"331",4,1194,2476
"332",3,2276,555
"333",3,2341,555
"334",3,1385,555
"335",2,3944,555
"336",2,442,555
"337",1,708,4772
"338",3,2990,4772
"339",5,785,2312
"340",5,2542,2312
"341",5,1385,2312
"342",3,1410,2312
"343",5,2752,2312
"344",4,2067,2312
"345",2,147,2312
"346",4,1785,2312
"347",3,546,2312
"348",3,537,2312
"349",4,1107,2312
"350",4,2565,2312
"351",4,787,2312
"352",4,2828,2312
"353",2,601,2312
"354",4,1785,2312
"355",4,2365,2312
"356",4,530,2312
"357",4,552,2312
"358",2,3873,2312
"359",4,3392,2312
"360",4,2579,2312
"361",4,1835,2312
"362",4,2178,2312
"363",3,231,2312
"364",5,2985,2312
"365",4,2044,2312
"366",2,2044,2312
"367",1,909,3885
"368",4,3191,3885
"369",5,588,3885
"370",4,3971,3020
"371",2,2067,3020
"372",3,1244,3020
"373",3,2012,3020
"374",5,2507,3020
"375",3,2907,2961
"376",1,4260,2961
"377",2,3971,2961
"378",3,3787,2961
"379",2,522,2961
"380",4,2695,2961
"381",3,3466,2961
"382",3,3148,2961
"383",3,41,2961
"384",2,1861,2961
"385",4,1418,2961
"386",5,3891,2961
"387",1,2173,2961
"388",3,935,2961
"389",4,1679,2961
"390",3,4164,2961
"391",1,399,2961
"392",3,4228,2961
"393",3,1890,2961
"394",3,171,2961
"395",2,3701,2961
"396",2,275,2961
"397",2,1772,2961
"398",3,443,2961
"399",2,2140,2961
"400",2,47,2961
"401",4,3092,2961
"402",3,4177,2961
"403",4,2018,3886
"404",5,2012,3886
"405",1,2044,3886
"406",3,3318,3886
"407",2,2545,3886
"408",3,2244,3886
"409",2,485,3886
"410",2,511,3886
"411",4,3766,3886
"412",3,996,3886
"413",4,93,3886
"414",4,1268,857
"415",4,3570,857
"416",4,3971,857
"417",4,328,857
"418",5,3148,857
"419",3,398,857
"420",4,2595,857
"421",5,525,857
"422",4,1203,857
"423",3,2012,857
"424",4,2018,857
"425",3,1989,857
"426",4,3616,857
"427",5,2362,857
"428",4,1890,857
"429",3,70,857
"430",4,3293,857
"431",3,10,857
"432",2,2044,857
"433",4,4148,857
"434",3,2832,857
"435",3,2206,857
"436",4,1316,857
"437",4,4188,857
"438",3,2710,857
"439",5,3535,857
"440",5,1420,857
"441",3,4332,857
"442",5,1875,857
"443",3,4188,857
"444",2,2057,857
"445",4,2360,857
"446",5,1890,857
"447",3,2078,4398
"448",3,1158,4398
"449",4,2276,4398
"450",4,845,4398
"451",3,986,4398
"452",1,2522,4398
"453",3,3285,4398
"454",4,3971,4398
"455",2,1652,4398
"456",1,936,4398
"457",1,1959,4398
"458",3,4260,4398
"459",3,702,4398
"460",2,325,4398
"461",3,4014,4398
"462",1,1774,4398
"463",2,3268,4398
"464",1,3092,4398
"465",4,959,4398
"466",1,1433,4398
"467",2,404,4398
"468",3,879,4398
"469",1,1537,4398
"470",1,1107,4398
"471",3,2938,4398
"472",3,1722,4398
"473",3,1211,4398
"474",4,2067,4398
"475",4,4314,4398
"476",4,3103,4398
"477",2,2181,4398
"478",5,3231,4398
"479",4,2223,4398
"480",3,3983,4398
"481",2,4239,4398
"482",5,1274,4398
"483",3,564,4398
"484",3,2902,4398
"485",5,1564,4398
"486",2,3717,4398
"487",3,231,4398
"488",4,2561,4398
"489",4,2480,4398
"490",3,2201,4398
"491",4,2201,4398
"492",2,4141,4398
"493",3,91,4398
"494",4,4209,4398
"495",4,231,4398
"496",4,562,4398
"497",3,2148,4398
"498",4,1069,4398
"499",1,564,4398
"500",1,564,4398
"501",2,4164,4398
"502",5,3479,4398
"503",3,564,4398
"504",3,1243,4398
"505",3,1452,4398
"506",3,3233,4398
"507",4,2101,4398
"508",3,251,4398
"509",4,493,4398
"510",4,2433,4398
"511",1,2031,4398
"512",5,2195,4398
"513",2,3323,4398
"514",3,135,4398
"515",4,1659,4398
"516",4,309,4398
"517",4,3918,4398
"518",4,1996,4398
"519",4,2844,4398
"520",4,4073,4398
"521",4,1181,4398
"522",3,3824,4398
"523",4,1006,4398
"524",5,2138,4689
"525",3,2012,4121
"526",2,1433,4121
"527",4,1268,444
"528",3,795,444
"529",3,3652,444
"530",4,1244,444
"531",3,1385,444
"532",2,2276,2058
"533",2,2677,2058
"534",3,3705,2058
"535",3,809,2058
"536",2,989,2058
"537",2,2695,2058
"538",3,3898,2058
"539",2,1433,2058
"540",3,4235,2058
"541",4,1548,2058
"542",1,2174,2058
"543",1,683,2058
"544",1,442,2058
"545",2,3746,2058
"546",4,746,2058
"547",3,272,2058
"548",2,329,2058
"549",5,1595,2058
"550",3,3548,2058
"551",2,72,2058
"552",3,853,2058
"553",3,2362,2058
"554",2,2471,2058
"555",2,3916,2058
"556",4,2906,2058
"557",1,223,2058
"558",4,2043,2058
"559",3,3340,2058
"560",1,2010,2058
"561",4,1345,2058
"562",3,1799,2058
"563",2,1243,2058
"564",2,2004,2058
"565",3,719,2058
"566",2,1168,2058
"567",4,4143,2058
"568",5,1990,2058
"569",5,662,2058
"570",4,2976,2058
"571",3,3912,2058
"572",1,1795,2058
"573",4,3901,2058
"574",4,1788,2058
"575",2,787,2327
"576",3,411,2327
"577",3,3616,2327
"578",4,2181,2327
"579",3,328,2327
"580",4,1964,2327
"581",3,1890,2327
"582",4,1890,2327
"583",3,3389,2327
"584",3,2595,2327
"585",4,842,2327
"586",4,1511,2327
"587",2,1721,2327
"588",3,787,5063
"589",2,3795,5063
"590",2,2044,5063
"591",1,3001,5063
"592",1,535,5063
"593",1,1618,5063
"594",1,780,5063
"595",1,643,5063
"596",2,339,5063
"597",1,2150,5063
"598",2,3092,3538
"599",4,2018,3538
"600",3,546,3538
"601",3,3787,3538
"602",3,2595,3538
"603",4,526,3538
"604",3,83,3538
"605",4,2078,3538
"606",4,3248,3538
"607",4,1148,3538
"608",3,3233,3538
"609",3,1611,3538
"610",2,1725,3538
"611",3,1657,3538
"612",3,3327,3538
"613",5,1903,3538
"614",3,2127,3538
"615",4,1452,3538
"616",2,4222,3538
"617",4,275,3538
"618",4,2858,3538
"619",4,1821,3538
"620",3,170,3538
"621",5,1292,3538
"622",5,3490,3538
"623",5,1895,3538
"624",3,231,3778
"625",4,1005,3778
"626",4,1886,3778
"627",5,3955,3778
"628",3,996,3778
"629",2,3918,3778
"630",4,2514,3755
"631",1,4167,3755
"632",3,3969,3755
"633",2,2973,3755
"634",2,1439,3755
"635",4,852,3755
"636",4,3832,3755
"637",3,4000,3755
"638",4,444,3755
"639",5,3098,3755
"640",3,896,3755
"641",4,1330,3755
"642",4,1578,3755
"643",4,313,3755
"644",3,2095,3755
"645",4,809,3755
"646",2,4141,3755
"647",3,2044,3755
"648",5,2668,3755
"649",4,1957,3755
"650",3,3936,3755
"651",4,380,3755
"652",3,2862,3755
"653",2,198,3755
"654",2,1146,3755
"655",1,485,3755
"656",1,1783,3755
"657",2,2616,3755
"658",4,2879,3755
"659",4,550,3755
"660",5,1713,3755
"661",4,2497,3755
"662",1,1016,3755
"663",2,1029,3755
"664",5,191,3755
"665",4,2047,3755
"666",4,2637,3755
"667",3,337,3755
"668",4,2189,3755
"669",4,2169,3755
"670",4,3961,3755
"671",4,3548,3755
"672",3,1783,3755
"673",5,1179,3755
"674",1,2315,3755
"675",1,3972,3755
"676",4,1567,3755
"677",4,2341,3184
"678",5,795,3184
"679",5,360,3184
"680",4,845,3184
"681",5,2990,3184
"682",4,4003,3184
"683",3,1766,3184
"684",3,1385,3184
"685",5,2067,3184
"686",4,26,3184
"687",2,795,3184
"688",5,2104,3184
"689",4,1774,3184
"690",5,4088,3184
"691",3,354,3184
"692",4,1012,3184
"693",4,2488,3184
"694",3,1746,3184
"695",4,2018,3184
"696",4,2542,3184
"697",4,546,3184
"698",4,1746,3184
"699",4,1839,3184
"700",5,2633,3184
"701",4,907,3184
"702",3,2695,3184
"703",4,2111,3184
"704",4,2223,3184
"705",4,1525,3184
"706",3,26,3184
"707",5,2579,3184
"708",4,907,3184
"709",2,3348,3184
"710",3,3746,3184
"711",5,1000,3184
"712",4,921,3184
"713",4,1394,3184
"714",4,562,3184
"715",4,2007,3184
"716",4,813,3184
"717",4,1902,3184
"718",4,1388,3184
"719",2,896,3184
"720",4,1582,3184
"721",4,1375,3184
"722",4,777,3184
"723",5,3954,3184
"724",3,2216,3184
"725",3,3700,3184
"726",4,732,3184
"727",4,1822,3184
"728",4,1737,3184
"729",3,3542,3441
"730",4,3810,3441
"731",5,809,3441
"732",4,1171,3441
"733",5,1290,3441
"734",4,1300,3441
"735",3,182,3441
"736",4,2798,3441
"737",3,940,3441
"738",2,1244,3441
"739",4,1433,3441
"740",2,4309,3441
"741",2,2129,3441
"742",4,1879,3441
"743",2,2174,3441
"744",2,1233,3441
"745",4,3548,3441
"746",2,2175,3441
"747",2,4080,3441
"748",3,3348,3441
"749",4,3262,3441
"750",3,3392,3441
"751",3,1908,3441
"752",3,4160,3441
"753",4,1871,3441
"754",3,2370,3441
"755",5,4217,3441
"756",3,2982,3441
"757",3,1673,3441
"758",4,524,3441
"759",2,2059,3441
"760",4,1110,3441
"761",1,3523,3441
"762",5,2378,3441
"763",5,515,3441
"764",4,834,3441
"765",5,1892,3441
"766",5,1928,3441
"767",4,3499,3441
"768",5,1169,3441
"769",1,3533,3441
"770",3,2881,3441
"771",2,1845,3441
"772",4,958,3441
"773",5,3088,3441
"774",3,3184,3441
"775",2,1527,3441
"776",4,2416,3441
"777",4,650,1702
"778",2,1886,1702
"779",3,2787,1702
"780",2,83,1702
"781",1,2974,1702
"782",3,2110,1702
"783",3,1411,1702
"784",3,2955,1702
"785",3,4209,1702
"786",4,2862,1702
"787",3,2054,1702
"788",4,3522,1702
"789",4,2300,99
"790",4,466,99
"791",3,1433,99
"792",3,989,99
"793",3,3898,99
"794",5,3734,99
"795",4,3944,99
"796",3,3576,99
"797",3,981,99
"798",4,2645,99
"799",4,2862,99
"800",3,58,99
"801",4,3578,99
"802",3,1591,99
"803",4,596,99
"804",1,3486,99
"805",4,2944,99
"806",4,3954,99
"807",4,1334,99
"808",4,2231,99
"809",4,2887,99
"810",5,1890,99
"811",5,3076,99
"812",4,340,99
"813",4,2290,99
"814",2,3753,99
"815",4,2653,99
"816",5,3964,99
"817",2,1949,3449
"818",4,91,3449
"819",4,822,3449
"820",3,750,3449
"821",3,520,3449
"822",3,2393,3449
"823",3,564,3449
"824",4,1347,3449
"825",5,4345,3449
"826",3,3228,3449
"827",3,2419,3449
"828",3,1422,3449
"829",2,1064,3449
"830",5,806,3449
"831",5,1151,3449
"832",2,2620,3449
"833",4,2000,3449
"834",3,295,3449
"835",3,2075,3449
"836",2,836,3449
"837",2,2076,3449
"838",4,3181,3449
"839",1,4015,1073
"840",1,1148,1073
"841",5,3942,2260
"842",1,2603,2260
"843",4,3971,2260
"844",4,845,2260
"845",3,3705,2260
"846",5,1839,2260
"847",4,73,2260
"848",3,2545,2260
"849",2,2018,2260
"850",5,3007,2260
"851",5,955,2260
"852",4,3394,2260
"853",4,83,2260
"854",4,4262,2260
"855",4,2506,2260
"856",4,517,2260
"857",2,2715,2260
"858",5,486,2260
"859",5,3579,2260
"860",4,1235,2260
"861",5,2169,2260
"862",5,3191,2260
"863",5,2759,2260
"864",5,2802,2260
"865",4,4200,2260
"866",3,3874,2260
"867",5,995,2260
"868",2,4263,2260
"869",5,2041,2260
"870",5,2687,2260
"871",4,885,2260
"872",4,1902,2260
"873",4,3348,2260
"874",4,3941,2260
"875",3,1608,2260
"876",5,4144,2260
"877",2,441,2260
"878",5,1401,2260
"879",3,2776,2260
"880",3,944,2438
"881",1,1243,2438
"882",2,1996,2438
"883",4,3233,2438
"884",4,2150,2438
"885",4,1240,5436
"886",4,2341,5436
"887",4,360,5436
"888",5,533,5436
"889",5,1926,5436
"890",4,3688,5436
"891",5,3971,5436
"892",5,631,5436
"893",4,986,5436
"894",3,1550,5436
"895",4,310,5436
"896",5,1422,5436
"897",5,845,5436
"898",5,2506,1042
"899",3,2862,1042
"900",4,2604,1042
"901",5,438,1042
"902",5,52,1042
"903",5,1966,1042
"904",5,2768,1042
"905",3,1214,1042
"906",5,520,1042
"907",4,596,1042
"908",4,2682,1042
"909",4,2020,1042
"910",5,1814,1042
"911",2,1494,1042
"912",4,1966,1042
"913",5,1107,1042
"914",5,2593,1042
"915",4,1148,1042
"916",4,3361,1042
"917",4,2601,1042
"918",4,2438,1042
"919",5,1161,1042
"920",5,2438,1042
"921",5,2690,1042
"922",4,1564,1042
"923",4,2580,1042
"924",5,3228,1042
"925",4,39,1042
"926",5,4258,1042
"927",1,1783,1042
"928",1,2643,1042
"929",5,2582,1042
"930",3,1194,1042
"931",4,388,1042
"932",4,2982,1042
"933",4,74,1042
"934",4,1171,1042
"935",5,3111,1042
"936",3,2816,1042
"937",4,251,1042
"938",4,452,1042
"939",4,1814,1042
"940",5,1636,1042
"941",5,1841,1042
"942",2,1233,1042
"943",3,2419,1042
"944",4,1845,1042
"945",4,2109,1042
"946",5,2503,1042
"947",5,4073,1042
"948",2,1894,1042
"949",2,1894,1042
"950",4,3965,1042
"951",4,170,1042
"952",4,69,1042
"953",5,2497,1042
"954",5,708,5246
"955",5,770,5246
"956",4,644,5246
"957",3,2067,5246
"958",5,89,5246
"959",4,1839,5246
"960",3,1550,5246
"961",4,708,5246
"962",3,644,5246
"963",2,1770,5246
"964",1,2678,5246
"965",2,785,5246
"966",4,1402,5246
"967",3,4235,5246
"968",2,4309,5246
"969",3,2419,5246
"970",5,89,5246
"971",5,1319,5246
"972",4,2579,5246
"973",2,1745,5246
"974",4,1242,5246
"975",5,143,5246
"976",3,3459,5246
"977",4,73,5246
"978",4,2601,5246
"979",2,2018,5246
"980",5,308,5246
"981",1,658,5246
"982",4,3142,5246
"983",2,1092,5246
"984",4,3313,5246
"985",4,903,5246
"986",4,289,5246
"987",5,1319,5246
"988",4,263,5246
"989",4,4023,5246
"990",1,1108,5246
"991",4,1466,5246
"992",4,170,5246
"993",4,1578,3084
"994",5,1233,3084
"995",4,2603,4316
"996",4,3079,4316
"997",4,787,4316
"998",4,1057,4316
"999",5,845,4316
"1000",5,1385,4316
"1001",4,2583,4316
"1002",3,489,4316
"1003",5,1839,4316
"1004",3,981,4316
"1005",5,4198,4316
"1006",5,1525,4316
"1007",4,3466,4316
"1008",4,4038,4316
"1009",4,4008,4316
"1010",5,708,4316
"1011",5,708,4316
"1012",5,1582,4316
"1013",5,1582,4316
"1014",4,1582,4316
"1015",4,2579,4316
"1016",5,192,4316
"1017",4,3791,4316
"1018",5,192,4316
"1019",5,513,4316
"1020",5,192,4316
"1021",5,1934,4316
"1022",5,576,4316
"1023",3,3807,4316
"1024",5,2016,4316
"1025",4,1584,4316
"1026",5,3651,4316
"1027",4,2128,4316
"1028",5,2243,4316
"1029",4,664,4316
"1030",4,4334,4316
"1031",4,1130,4316
"1032",5,1377,4316
"1033",5,2006,4316
"1034",4,3667,4316
"1035",5,4083,4316
"1036",5,4083,4316
"1037",5,4197,4316
"1038",4,1743,4316
"1039",4,380,4316
"1040",4,727,4316
"1041",5,251,4316
"1042",5,4134,4316
"1043",4,2112,4316
"1044",5,29,4316
"1045",5,1512,4316
"1046",5,961,4316
"1047",5,2964,4316
"1048",4,3569,4316
"1049",3,1442,4316
"1050",4,524,4316
"1051",5,1776,4316
"1052",5,1555,4316
"1053",5,1124,4316
"1054",4,1641,4316
"1055",5,3056,4316
"1056",5,4104,4316
"1057",5,49,4316
"1058",5,3014,4316
"1059",5,3588,4316
"1060",4,816,4316
"1061",5,2464,4316
"1062",5,2167,4316
"1063",5,1215,4316
"1064",5,3758,4316
"1065",5,3950,4316
"1066",5,3446,4316
"1067",4,3503,4806
"1068",5,3971,4806
"1069",4,1205,4806
"1070",5,1107,4806
"1071",5,413,4806
"1072",4,2787,4806
"1073",4,1903,4806
"1074",4,917,4806
"1075",5,3873,4806
"1076",3,683,4806
"1077",5,2587,4806
"1078",5,1786,4806
"1079",4,2274,4806
"1080",4,3412,4806
"1081",4,2419,4806
"1082",4,2368,4806
"1083",4,3117,4806
"1084",5,1564,4806
"1085",5,2926,4806
"1086",4,3616,4806
"1087",5,2682,4806
"1088",5,2602,4806
"1089",4,4194,4806
"1090",4,60,4806
"1091",5,2228,4806
"1092",4,143,4806
"1093",5,3475,4806
"1094",5,1908,4806
"1095",5,2044,4806
"1096",5,4067,4806
"1097",5,4208,4806
"1098",5,3132,4806
"1099",5,1345,4806
"1100",5,2292,4806
"1101",4,356,4806
"1102",5,2220,4806
"1103",4,690,4806
"1104",4,295,4806
"1105",5,2985,4806
"1106",4,952,4806
"1107",5,1719,4806
"1108",3,1735,4806
"1109",5,2497,4806
"1110",4,842,4806
"1111",4,405,4806
"1112",4,2776,4806
"1113",5,551,4806
"1114",4,3958,4806
"1115",4,1641,4736
"1116",4,3173,4736
"1117",4,3768,4736
"1118",4,3011,4736
"1119",4,2861,4736
"1120",5,16,4736
"1121",5,2603,3971
"1122",4,3650,3971
"1123",4,3185,3971
"1124",4,354,3971
"1125",5,2542,3971
"1126",4,1339,3971
"1127",5,2603,3971
"1128",4,1926,3971
"1129",4,2828,3971
"1130",4,2787,3971
"1131",4,2816,3971
"1132",5,2057,3971
"1133",2,2419,3971
"1134",5,77,3971
"1135",3,536,3971
"1136",4,308,3971
"1137",3,2419,3971
"1138",4,612,3971
"1139",4,2368,3971
"1140",3,2267,3971
"1141",4,1233,3971
"1142",4,328,3971
"1143",4,1044,3971
"1144",4,2490,3971
"1145",5,3963,3971
"1146",4,2344,3971
"1147",4,251,3971
"1148",4,4144,3971
"1149",4,2488,3971
"1150",4,2862,3971
"1151",4,3917,3971
"1152",4,1532,1321
"1153",4,4099,1321
"1154",5,3820,1321
"1155",4,1944,1321
"1156",4,1930,1321
"1157",5,2964,1321
"1158",3,1244,4283
"1159",1,3723,4283
"1160",3,3593,4283
"1161",5,4067,4283
"1162",3,3048,4283
"1163",1,238,4283
"1164",4,3233,4283
"1165",5,1289,4283
"1166",5,2797,4283
"1167",3,1240,553
"1168",4,360,553
"1169",4,2067,553
"1170",4,3507,553
"1171",4,787,553
"1172",4,3944,553
"1173",4,2542,553
"1174",5,1385,553
"1175",4,2345,553
"1176",4,3619,553
"1177",2,2902,553
"1178",5,813,553
"1179",5,1613,553
"1180",5,2419,553
"1181",5,3766,553
"1182",5,182,553
"1183",5,1532,553
"1184",4,2955,553
"1185",5,1375,553
"1186",4,340,553
"1187",5,670,553
"1188",5,2195,553
"1189",4,1580,553
"1190",4,3756,553
"1191",2,3330,553
"1192",4,4080,553
"1193",4,3348,553
"1194",5,4164,553
"1195",4,3351,553
"1196",5,3339,553
"1197",5,309,553
"1198",5,1532,553
"1199",4,3642,553
"1200",3,843,553
"1201",3,361,553
"1202",2,1445,553
"1203",3,3232,553
"1204",4,2439,553
"1205",5,4250,553
"1206",3,3765,553
"1207",4,2525,553
"1208",2,3141,553
"1209",4,4184,553
"1210",5,2725,553
"1211",5,676,553
"1212",4,2488,553
"1213",4,2287,553
"1214",5,2252,553
"1215",4,2182,553
"1216",4,3616,23
"1217",4,2862,23
"1218",4,4084,23
"1219",2,3742,23
"1220",4,3238,23
"1221",4,2276,3948
"1222",3,787,3948
"1223",4,644,3948
"1224",3,3507,3948
"1225",5,2542,3948
"1226",4,466,3948
"1227",4,2125,3948
"1228",5,3795,3948
"1229",3,1433,3948
"1230",3,3111,3948
"1231",4,2982,3948
"1232",5,1621,3948
"1233",4,1281,3948
"1234",5,1375,3948
"1235",4,2398,3948
"1236",3,522,3948
"1237",5,1818,3948
"1238",5,501,3948
"1239",4,3231,3948
"1240",3,2044,3948
"1241",5,1375,3948
"1242",4,1324,3948
"1243",3,1725,3948
"1244",3,182,3948
"1245",3,3306,3948
"1246",2,1966,3948
"1247",4,2578,3948
"1248",4,1822,3948
"1249",4,3256,3948
"1250",3,815,3948
"1251",3,1610,3948
"1252",4,3247,3948
"1253",1,168,3948
"1254",5,2521,3948
"1255",3,2783,3948
"1256",3,251,3948
"1257",3,1340,3948
"1258",2,3730,3948
"1259",4,3616,3948
"1260",5,4200,3948
"1261",2,191,3948
"1262",5,3706,3948
"1263",2,4266,3948
"1264",5,3520,3948
"1265",5,171,3948
"1266",4,2813,3948
"1267",2,222,3948
"1268",5,2378,3948
"1269",5,3092,5111
"1270",4,4014,5111
"1271",4,1696,5111
"1272",5,2491,5111
"1273",5,1107,5111
"1274",5,856,5111
"1275",4,1533,5111
"1276",5,4199,5111
"1277",5,615,5111
"1278",4,1605,5111
"1279",4,1696,5111
"1280",4,2752,5111
"1281",5,594,5111
"1282",5,402,5111
"1283",3,2419,5111
"1284",4,2110,5111
"1285",4,2018,5111
"1286",4,829,5111
"1287",5,2490,5111
"1288",4,2274,5111
"1289",3,3756,5111
"1290",4,2260,5111
